season,eliminator,id,inning,batting_team,bowling_team,runs,extras,deliveries,wickets,dots,singles,doubles,threes,fours,sixers,extra_deliveries,bowled,catches,run_outs
2017,N,1082604,1,Kolkata Knight Riders,Sunrisers Hyderabad,161,11,120,6,40,52,6,1,13,7,6,3,3,0
2017,N,1082604,2,Sunrisers Hyderabad,Kolkata Knight Riders,148,7,120,6,48,42,6,0,16,5,4,0,4,0
2017,N,1082605,1,Delhi Capitals,Kings XI Punjab,178,10,120,6,41,43,6,0,23,5,7,0,6,0
2017,N,1082605,2,Kings XI Punjab,Delhi Capitals,135,2,120,9,40,57,8,0,11,3,1,5,4,0
2017,N,1082606,1,Gujarat Lions,Mumbai Indians,165,11,120,4,36,56,10,0,10,6,6,1,3,0
2017,N,1082606,2,Mumbai Indians,Gujarat Lions,164,13,117,4,32,55,7,1,11,8,8,0,4,0
2017,N,1082607,1,Rising Pune Supergiant,Royal Challengers Bangalore,148,13,120,8,43,50,3,0,17,4,6,4,3,1
2017,N,1082607,2,Royal Challengers Bangalore,Rising Pune Supergiant,126,8,120,9,46,51,7,1,7,5,4,5,3,0
2017,N,1082608,1,Delhi Capitals,Kolkata Knight Riders,165,3,120,7,35,57,4,0,19,4,2,2,4,1
2017,N,1082608,2,Kolkata Knight Riders,Delhi Capitals,158,11,119,6,33,55,9,1,13,5,4,0,4,0
2017,N,1082609,1,Sunrisers Hyderabad,Kings XI Punjab,148,11,120,6,38,47,12,3,11,4,5,0,4,0
2017,N,1082609,2,Kings XI Punjab,Sunrisers Hyderabad,144,10,118,10,52,36,9,1,11,7,6,7,3,0
2017,N,1082610,1,Royal Challengers Bangalore,Gujarat Lions,209,4,120,2,35,41,13,0,19,11,3,1,1,0
2017,N,1082610,2,Gujarat Lions,Royal Challengers Bangalore,184,8,120,7,39,50,5,0,10,14,6,0,5,1
2017,N,1082611,1,Sunrisers Hyderabad,Delhi Capitals,187,4,120,4,24,62,11,0,15,7,3,1,3,0
2017,N,1082611,2,Delhi Capitals,Sunrisers Hyderabad,169,7,120,5,35,51,5,0,18,6,2,0,4,1
2017,N,1082612,1,Kings XI Punjab,Mumbai Indians,186,12,120,4,35,48,7,0,16,9,7,2,2,0
2017,N,1082612,2,Mumbai Indians,Kings XI Punjab,191,8,93,2,16,43,3,0,13,15,5,0,2,0
2017,N,1082613,1,Kolkata Knight Riders,Gujarat Lions,184,3,120,5,30,54,7,0,23,4,1,1,3,1
2017,N,1082613,2,Gujarat Lions,Kolkata Knight Riders,183,5,110,6,30,44,4,1,20,8,1,1,5,0
2017,N,1082614,1,Mumbai Indians,Delhi Capitals,126,16,120,8,51,41,7,1,11,4,7,1,4,3
2017,N,1082614,2,Delhi Capitals,Mumbai Indians,120,8,120,7,50,46,7,0,12,2,5,3,3,1
2017,N,1082615,1,Sunrisers Hyderabad,Rising Pune Supergiant,168,8,120,3,34,52,9,0,17,4,4,2,1,0
2017,N,1082615,2,Rising Pune Supergiant,Sunrisers Hyderabad,176,3,120,4,36,52,6,0,16,8,1,1,2,1
2017,N,1082616,1,Kings XI Punjab,Gujarat Lions,183,5,120,7,35,49,6,0,17,9,1,1,4,1
2017,N,1082616,2,Gujarat Lions,Kings XI Punjab,155,7,120,7,33,53,13,0,16,2,4,3,3,0
2017,N,1082617,1,Kolkata Knight Riders,Royal Challengers Bangalore,123,8,117,10,53,41,7,0,14,2,4,2,7,0
2017,N,1082617,2,Royal Challengers Bangalore,Kolkata Knight Riders,42,7,58,10,39,8,1,0,8,0,4,2,8,0
2017,N,1082618,1,Rising Pune Supergiant,Mumbai Indians,156,4,120,6,41,45,11,1,17,3,2,4,1,0
2017,N,1082618,2,Mumbai Indians,Rising Pune Supergiant,151,6,120,8,44,47,5,0,16,5,3,2,4,1
2017,N,1082620,1,Rising Pune Supergiant,Kolkata Knight Riders,175,7,120,5,32,55,10,0,16,6,5,1,1,0
2017,N,1082620,2,Kolkata Knight Riders,Rising Pune Supergiant,171,13,109,3,27,47,7,0,17,7,5,0,2,1
2017,N,1082621,1,Royal Challengers Bangalore,Gujarat Lions,122,12,120,10,45,50,6,0,9,4,3,1,7,2
2017,N,1082621,2,Gujarat Lions,Royal Challengers Bangalore,127,8,83,3,31,27,3,0,13,7,6,1,2,0
2017,N,1082622,1,Delhi Capitals,Kolkata Knight Riders,153,7,120,6,36,57,8,0,14,4,2,4,1,1
2017,N,1082622,2,Kolkata Knight Riders,Delhi Capitals,151,10,98,3,28,39,4,0,20,4,1,2,0,1
2017,N,1082623,1,Sunrisers Hyderabad,Kings XI Punjab,204,3,120,3,23,54,16,0,19,7,2,1,2,0
2017,N,1082623,2,Kings XI Punjab,Sunrisers Hyderabad,176,5,120,9,38,46,3,0,25,4,1,1,8,0
2017,N,1082624,1,Rising Pune Supergiant,Royal Challengers Bangalore,153,4,120,3,40,50,10,1,14,4,3,0,3,0
2017,N,1082624,2,Royal Challengers Bangalore,Rising Pune Supergiant,92,4,120,9,57,46,8,0,6,1,2,2,6,1
2017,Y,1082625,1,Gujarat Lions,Mumbai Indians,142,11,120,9,53,41,6,0,13,6,9,3,3,1
2017,Y,1082625,2,Mumbai Indians,Gujarat Lions,152,1,120,10,41,50,10,0,16,3,1,2,4,4
2017,N,1082626,1,Delhi Capitals,Kings XI Punjab,62,5,103,10,64,30,4,0,3,2,5,3,4,0
2017,N,1082626,2,Kings XI Punjab,Delhi Capitals,66,2,47,0,20,15,1,1,7,3,2,0,0,0
2017,N,1082627,1,Sunrisers Hyderabad,Kolkata Knight Riders,201,8,120,3,32,43,15,2,17,9,5,0,1,2
2017,N,1082627,2,Kolkata Knight Riders,Sunrisers Hyderabad,156,5,120,7,37,52,13,0,12,5,2,0,6,0
2017,N,1082628,1,Royal Challengers Bangalore,Mumbai Indians,158,4,120,8,39,52,9,0,10,8,2,1,6,1
2017,N,1082628,2,Mumbai Indians,Royal Challengers Bangalore,158,7,119,6,34,54,9,0,17,3,4,0,5,0
2017,N,1082629,1,Gujarat Lions,Rising Pune Supergiant,154,7,119,10,40,44,10,0,15,5,2,2,5,2
2017,N,1082629,2,Rising Pune Supergiant,Gujarat Lions,160,7,119,5,43,42,11,0,12,8,4,2,2,1
2017,N,1082630,1,Sunrisers Hyderabad,Delhi Capitals,177,8,120,3,38,48,6,0,21,4,3,1,2,0
2017,N,1082630,2,Delhi Capitals,Sunrisers Hyderabad,186,3,115,4,31,50,8,0,15,10,2,1,3,0
2017,N,1082631,1,Kolkata Knight Riders,Rising Pune Supergiant,150,5,120,8,47,48,2,0,14,7,0,1,4,1
2017,N,1082631,2,Rising Pune Supergiant,Kolkata Knight Riders,150,8,116,6,50,38,3,0,13,9,2,2,3,0
2017,N,1082632,1,Gujarat Lions,Delhi Capitals,203,5,120,7,33,45,14,0,16,11,4,0,5,2
2017,N,1082632,2,Delhi Capitals,Gujarat Lions,202,12,105,3,28,34,8,0,8,20,5,0,3,0
2017,N,1082633,1,Kings XI Punjab,Royal Challengers Bangalore,126,12,120,7,50,42,11,0,11,3,3,1,6,0
2017,N,1082633,2,Royal Challengers Bangalore,Kings XI Punjab,112,7,114,10,50,46,4,0,10,3,3,4,6,0
2017,N,1082634,1,Rising Pune Supergiant,Sunrisers Hyderabad,141,7,120,8,36,55,15,0,5,6,4,1,5,2
2017,N,1082634,2,Sunrisers Hyderabad,Rising Pune Supergiant,134,2,120,9,55,38,11,0,11,5,2,2,6,0
2017,N,1082635,1,Mumbai Indians,Delhi Capitals,193,19,120,3,31,49,6,2,15,11,8,0,2,0
2017,N,1082635,2,Delhi Capitals,Mumbai Indians,63,3,82,10,49,21,2,0,5,3,1,0,10,0
2017,N,1082636,1,Royal Challengers Bangalore,Kolkata Knight Riders,155,3,120,6,37,55,10,0,11,6,2,2,4,0
2017,N,1082636,2,Kolkata Knight Riders,Royal Challengers Bangalore,153,6,91,4,31,27,9,0,12,10,3,1,2,0
2017,N,1082637,1,Kings XI Punjab,Gujarat Lions,186,3,120,3,25,60,14,0,14,7,3,1,2,0
2017,N,1082637,2,Gujarat Lions,Kings XI Punjab,186,6,118,4,24,55,12,1,17,6,3,0,4,0
2017,N,1082638,1,Mumbai Indians,Sunrisers Hyderabad,128,10,120,7,47,47,10,1,10,3,6,2,5,0
2017,N,1082638,2,Sunrisers Hyderabad,Mumbai Indians,136,4,110,3,35,45,12,1,13,2,2,1,2,0
2017,N,1082639,1,Kings XI Punjab,Kolkata Knight Riders,155,12,120,6,37,45,14,0,13,5,6,3,2,0
2017,N,1082639,2,Kolkata Knight Riders,Kings XI Punjab,149,4,120,6,38,55,7,0,14,4,2,1,4,1
2017,N,1082640,1,Gujarat Lions,Delhi Capitals,184,11,120,5,30,52,8,0,20,6,4,2,2,1
2017,N,1082640,2,Delhi Capitals,Gujarat Lions,194,3,118,8,42,34,6,0,31,4,1,2,2,3
2017,N,1082641,1,Kings XI Punjab,Mumbai Indians,220,10,120,3,26,56,10,0,17,10,9,1,2,0
2017,N,1082641,2,Mumbai Indians,Kings XI Punjab,215,8,120,6,38,38,9,1,18,14,6,1,5,0
2017,N,1082642,1,Delhi Capitals,Rising Pune Supergiant,161,7,120,8,42,43,10,2,14,6,4,1,5,1
2017,N,1082642,2,Rising Pune Supergiant,Delhi Capitals,151,10,120,7,44,47,8,0,13,6,5,4,2,1
2017,N,1082643,1,Gujarat Lions,Sunrisers Hyderabad,148,6,116,10,44,42,5,0,15,6,2,7,3,0
2017,N,1082643,2,Sunrisers Hyderabad,Gujarat Lions,154,4,109,2,31,44,9,0,23,0,1,0,2,0
2017,N,1082644,1,Mumbai Indians,Kolkata Knight Riders,156,17,120,5,46,40,5,0,19,5,5,1,2,1
2017,N,1082644,2,Kolkata Knight Riders,Mumbai Indians,156,8,120,8,46,46,4,1,14,7,5,1,7,0
2017,N,1082645,1,Kings XI Punjab,Rising Pune Supergiant,70,3,95,10,54,30,4,0,5,2,3,0,9,1
2017,N,1082645,2,Rising Pune Supergiant,Kings XI Punjab,77,1,72,1,25,35,5,0,5,2,1,1,0,0
2017,N,1082646,1,Royal Challengers Bangalore,Delhi Capitals,152,9,120,6,39,56,5,0,11,7,7,1,3,2
2017,N,1082646,2,Delhi Capitals,Royal Challengers Bangalore,144,7,120,10,49,45,5,0,13,6,2,3,5,0
2017,N,1082647,1,Rising Pune Supergiant,Mumbai Indians,155,7,120,4,41,51,10,0,8,8,5,2,1,1
2017,N,1082647,2,Mumbai Indians,Rising Pune Supergiant,133,9,120,9,46,53,5,0,7,7,7,1,7,1
2017,N,1082648,1,Sunrisers Hyderabad,Kolkata Knight Riders,121,7,120,7,51,49,3,0,9,5,2,1,5,0
2017,N,1082648,2,Kolkata Knight Riders,Sunrisers Hyderabad,44,4,32,3,10,14,2,0,2,3,3,0,2,1
2017,N,1082649,1,Kolkata Knight Riders,Mumbai Indians,100,7,113,10,55,39,4,1,8,3,3,3,6,0
2017,N,1082649,2,Mumbai Indians,Kolkata Knight Riders,103,8,87,4,33,33,6,0,13,1,4,2,2,0
2017,N,1082650,1,Mumbai Indians,Rising Pune Supergiant,121,8,120,8,52,47,6,0,8,5,5,1,4,2
2017,N,1082650,2,Rising Pune Supergiant,Mumbai Indians,119,9,120,6,46,51,7,2,9,2,3,1,4,1
2018,N,1136561,1,Mumbai Indians,Chennai Super Kings,161,4,120,4,47,37,11,0,18,5,2,1,3,0
2018,N,1136561,2,Chennai Super Kings,Mumbai Indians,162,7,119,9,44,46,6,0,11,10,5,2,6,0
2018,N,1136562,1,Delhi Capitals,Kings XI Punjab,160,6,120,7,26,67,8,1,11,5,4,3,3,1
2018,N,1136562,2,Kings XI Punjab,Delhi Capitals,166,1,113,4,41,40,8,1,16,7,1,0,4,0
2018,N,1136563,1,Royal Challengers Bangalore,Kolkata Knight Riders,170,6,120,7,45,46,4,0,14,10,1,2,5,0
2018,N,1136563,2,Kolkata Knight Riders,Royal Challengers Bangalore,164,13,113,6,41,40,5,0,15,9,10,2,4,0
2018,N,1136564,1,Rajasthan Royals,Sunrisers Hyderabad,117,8,120,9,45,52,7,1,12,0,5,1,6,2
2018,N,1136564,2,Sunrisers Hyderabad,Rajasthan Royals,119,8,96,1,43,28,5,0,17,2,4,0,1,0
2018,N,1136565,1,Kolkata Knight Riders,Chennai Super Kings,197,5,120,6,43,43,4,0,11,17,3,2,3,1
2018,N,1136565,2,Chennai Super Kings,Kolkata Knight Riders,198,7,119,5,29,57,8,0,9,13,4,0,5,0
2018,N,1136566,1,Rajasthan Royals,Delhi Capitals,150,3,107,5,33,44,10,2,11,6,2,2,2,1
2018,N,1136566,2,Delhi Capitals,Rajasthan Royals,57,3,36,4,12,9,4,0,7,2,1,0,3,1
2018,N,1136567,1,Mumbai Indians,Sunrisers Hyderabad,139,8,120,8,61,31,6,0,15,6,4,3,5,0
2018,N,1136567,2,Sunrisers Hyderabad,Mumbai Indians,147,4,120,9,37,56,5,1,18,1,1,2,6,0
2018,N,1136568,1,Kings XI Punjab,Royal Challengers Bangalore,149,6,116,10,39,48,7,1,12,6,3,4,4,0
2018,N,1136568,2,Royal Challengers Bangalore,Kings XI Punjab,155,4,117,6,39,47,7,0,16,5,1,2,3,1
2018,N,1136569,1,Mumbai Indians,Delhi Capitals,184,10,120,7,37,44,11,0,19,7,5,3,4,0
2018,N,1136569,2,Delhi Capitals,Mumbai Indians,193,2,120,3,37,47,7,0,18,10,1,0,3,0
2018,N,1136570,1,Kolkata Knight Riders,Sunrisers Hyderabad,131,7,120,8,52,42,8,0,12,4,3,0,7,0
2018,N,1136570,2,Sunrisers Hyderabad,Kolkata Knight Riders,134,5,114,5,43,48,6,0,14,3,5,3,2,0
2018,N,1136571,1,Rajasthan Royals,Royal Challengers Bangalore,203,14,120,4,34,48,7,0,14,14,8,1,3,0
2018,N,1136571,2,Royal Challengers Bangalore,Rajasthan Royals,192,6,120,6,32,47,10,1,20,7,3,1,5,0
2018,N,1136572,1,Kings XI Punjab,Chennai Super Kings,196,1,120,7,38,43,10,1,19,9,1,1,6,0
2018,N,1136572,2,Chennai Super Kings,Kings XI Punjab,180,13,120,5,32,54,9,0,15,8,9,1,3,1
2018,N,1136573,1,Kolkata Knight Riders,Delhi Capitals,194,6,120,9,47,38,5,0,14,15,2,1,7,0
2018,N,1136573,2,Delhi Capitals,Kolkata Knight Riders,121,8,86,10,29,33,3,0,13,5,5,3,5,0
2018,N,1136574,1,Mumbai Indians,Royal Challengers Bangalore,196,17,120,6,48,34,6,0,18,13,7,2,3,1
2018,N,1136574,2,Royal Challengers Bangalore,Mumbai Indians,160,7,120,8,36,55,7,0,12,7,4,1,5,0
2018,N,1136575,1,Rajasthan Royals,Kolkata Knight Riders,155,5,120,8,40,51,8,1,15,4,4,2,4,1
2018,N,1136575,2,Kolkata Knight Riders,Rajasthan Royals,160,3,113,3,36,46,9,0,15,6,2,1,1,1
2018,N,1136576,1,Kings XI Punjab,Sunrisers Hyderabad,185,8,120,3,38,51,5,0,10,14,3,1,2,0
2018,N,1136576,2,Sunrisers Hyderabad,Kings XI Punjab,165,13,120,5,29,58,15,1,10,5,10,2,2,0
2018,N,1136577,1,Chennai Super Kings,Rajasthan Royals,198,6,120,5,34,48,7,0,25,6,6,0,5,0
2018,N,1136577,2,Rajasthan Royals,Chennai Super Kings,132,8,111,10,36,51,10,1,10,3,8,3,6,0
2018,N,1136578,1,Kolkata Knight Riders,Kings XI Punjab,182,9,120,7,35,49,9,0,21,5,8,0,6,1
2018,N,1136578,2,Kings XI Punjab,Kolkata Knight Riders,124,2,67,1,25,20,0,0,14,8,2,0,1,0
2018,N,1136579,1,Delhi Capitals,Royal Challengers Bangalore,162,12,120,5,44,44,3,0,13,10,3,1,4,0
2018,N,1136579,2,Royal Challengers Bangalore,Delhi Capitals,172,4,108,4,26,54,4,0,14,9,3,1,2,1
2018,N,1136580,1,Chennai Super Kings,Sunrisers Hyderabad,178,4,120,3,39,52,3,0,18,8,4,0,1,1
2018,N,1136580,2,Sunrisers Hyderabad,Chennai Super Kings,176,2,120,6,44,44,10,0,10,12,2,0,6,0
2018,N,1136581,1,Mumbai Indians,Rajasthan Royals,162,5,120,7,43,44,12,0,13,7,4,3,3,1
2018,N,1136581,2,Rajasthan Royals,Mumbai Indians,162,6,118,7,33,50,17,1,14,3,6,2,4,0
2018,N,1136582,1,Kings XI Punjab,Delhi Capitals,129,14,120,8,42,47,11,0,12,2,4,2,6,0
2018,N,1136582,2,Delhi Capitals,Kings XI Punjab,130,9,120,8,49,46,7,1,11,3,7,2,5,1
2018,N,1136583,1,Sunrisers Hyderabad,Mumbai Indians,106,12,112,10,53,40,4,0,13,1,4,3,5,2
2018,N,1136583,2,Mumbai Indians,Sunrisers Hyderabad,85,2,113,10,65,33,3,0,10,1,1,3,7,0
2018,N,1136584,1,Royal Challengers Bangalore,Chennai Super Kings,197,8,120,8,42,39,13,0,9,16,4,0,5,2
2018,N,1136584,2,Chennai Super Kings,Royal Challengers Bangalore,196,11,118,5,36,50,4,0,9,17,9,1,2,1
2018,N,1136585,1,Sunrisers Hyderabad,Kings XI Punjab,124,8,120,6,51,40,14,0,11,2,3,1,5,0
2018,N,1136585,2,Kings XI Punjab,Sunrisers Hyderabad,117,2,116,10,48,49,4,0,9,4,0,4,4,1
2018,N,1136586,1,Delhi Capitals,Kolkata Knight Riders,215,4,120,4,38,42,8,0,15,16,3,2,1,1
2018,N,1136586,2,Kolkata Knight Riders,Delhi Capitals,160,4,120,9,46,46,6,0,12,9,3,3,4,1
2018,N,1136587,1,Chennai Super Kings,Mumbai Indians,162,7,120,5,42,48,6,0,12,9,4,0,5,0
2018,N,1136587,2,Mumbai Indians,Chennai Super Kings,160,10,118,2,38,48,10,0,14,6,5,0,2,0
2018,N,1136588,1,Sunrisers Hyderabad,Rajasthan Royals,150,1,120,7,37,52,13,0,15,2,0,2,5,0
2018,N,1136588,2,Rajasthan Royals,Sunrisers Hyderabad,139,1,120,6,33,59,16,0,9,2,0,2,4,0
2018,N,1136589,1,Royal Challengers Bangalore,Kolkata Knight Riders,165,10,120,4,40,45,9,0,12,9,4,1,3,0
2018,N,1136589,2,Kolkata Knight Riders,Royal Challengers Bangalore,168,8,115,5,39,42,9,0,18,6,7,0,4,0
2018,N,1136590,1,Chennai Super Kings,Delhi Capitals,204,7,120,4,32,51,6,0,14,14,4,1,2,1
2018,N,1136590,2,Delhi Capitals,Chennai Super Kings,190,8,120,5,34,52,6,0,15,11,6,1,3,1
2018,N,1136591,1,Royal Challengers Bangalore,Mumbai Indians,161,6,120,7,50,41,7,0,10,9,3,1,5,1
2018,N,1136591,2,Mumbai Indians,Royal Challengers Bangalore,130,23,120,7,48,45,5,0,13,3,10,2,4,1
2018,N,1136592,1,Delhi Capitals,Rajasthan Royals,189,7,103,6,36,31,4,1,16,13,6,1,4,0
2018,N,1136592,2,Rajasthan Royals,Delhi Capitals,142,4,72,5,18,30,2,0,9,12,3,0,3,1
2018,N,1136593,1,Chennai Super Kings,Kolkata Knight Riders,170,7,120,5,39,52,4,0,17,7,3,2,3,0
2018,N,1136593,2,Kolkata Knight Riders,Chennai Super Kings,168,12,106,4,41,28,9,0,20,7,7,1,3,0
2018,N,1136594,1,Kings XI Punjab,Mumbai Indians,164,10,120,6,41,54,2,0,10,11,5,0,5,1
2018,N,1136594,2,Mumbai Indians,Kings XI Punjab,170,6,114,4,40,46,3,0,13,11,2,2,2,0
2018,N,1136595,1,Royal Challengers Bangalore,Chennai Super Kings,123,4,120,9,51,46,5,0,11,3,1,1,3,2
2018,N,1136595,2,Chennai Super Kings,Royal Challengers Bangalore,121,7,108,4,53,31,5,0,8,8,4,1,3,0
2018,N,1136596,1,Delhi Capitals,Sunrisers Hyderabad,160,3,120,5,33,59,9,1,11,6,2,1,2,2
2018,N,1136596,2,Sunrisers Hyderabad,Delhi Capitals,158,6,119,3,33,61,9,0,9,7,5,2,1,0
2018,N,1136597,1,Mumbai Indians,Kolkata Knight Riders,175,6,120,4,41,45,8,0,18,7,5,0,4,0
2018,N,1136597,2,Kolkata Knight Riders,Mumbai Indians,159,9,120,6,51,37,4,0,21,5,1,0,6,0
2018,N,1136598,1,Rajasthan Royals,Kings XI Punjab,144,8,120,9,33,58,8,0,16,1,1,1,7,1
2018,N,1136598,2,Kings XI Punjab,Rajasthan Royals,152,3,112,4,42,38,13,0,13,6,3,1,3,0
2018,N,1136599,1,Sunrisers Hyderabad,Royal Challengers Bangalore,137,9,120,10,42,53,5,0,14,3,6,4,4,2
2018,N,1136599,2,Royal Challengers Bangalore,Sunrisers Hyderabad,136,5,120,6,43,52,7,0,13,3,3,4,2,0
2018,N,1136600,1,Rajasthan Royals,Kings XI Punjab,155,3,120,8,36,56,8,2,13,4,2,0,6,1
2018,N,1136600,2,Kings XI Punjab,Rajasthan Royals,136,7,120,7,42,50,11,0,13,2,2,1,4,1
2018,N,1136601,1,Mumbai Indians,Kolkata Knight Riders,203,7,120,6,41,40,7,0,16,14,5,0,6,0
2018,N,1136601,2,Kolkata Knight Riders,Mumbai Indians,107,1,109,10,59,31,2,0,12,4,0,1,7,2
2018,N,1136602,1,Delhi Capitals,Sunrisers Hyderabad,184,3,120,5,40,46,4,0,19,9,1,0,3,2
2018,N,1136602,2,Sunrisers Hyderabad,Delhi Capitals,189,2,113,1,23,53,10,0,20,6,1,1,0,0
2018,N,1136603,1,Chennai Super Kings,Rajasthan Royals,164,12,120,4,30,60,9,2,14,4,11,1,2,1
2018,N,1136603,2,Rajasthan Royals,Chennai Super Kings,174,3,119,6,43,38,11,2,18,6,2,1,4,1
2018,N,1136604,1,Kolkata Knight Riders,Kings XI Punjab,240,5,120,6,31,47,2,1,24,15,5,1,5,0
2018,N,1136604,2,Kings XI Punjab,Kolkata Knight Riders,207,7,120,8,32,55,4,0,12,16,6,2,6,0
2018,N,1136605,1,Delhi Capitals,Royal Challengers Bangalore,174,7,120,4,39,51,6,0,14,9,6,2,2,0
2018,N,1136605,2,Royal Challengers Bangalore,Delhi Capitals,176,11,114,5,36,46,7,0,14,10,5,2,3,0
2018,N,1136606,1,Sunrisers Hyderabad,Chennai Super Kings,166,13,120,4,38,50,6,0,17,6,10,0,4,0
2018,N,1136606,2,Chennai Super Kings,Sunrisers Hyderabad,179,1,114,2,34,51,5,0,13,11,1,0,1,1
2018,N,1136607,1,Mumbai Indians,Rajasthan Royals,159,9,120,6,46,44,5,1,15,7,7,0,6,0
2018,N,1136607,2,Rajasthan Royals,Mumbai Indians,161,10,108,3,34,45,5,0,16,7,4,0,3,0
2018,N,1136608,1,Kings XI Punjab,Royal Challengers Bangalore,83,5,91,10,47,31,1,0,5,5,3,1,6,3
2018,N,1136608,2,Royal Challengers Bangalore,Kings XI Punjab,88,4,49,0,10,20,2,0,13,2,2,0,0,0
2018,N,1136609,1,Rajasthan Royals,Kolkata Knight Riders,140,2,114,10,47,40,6,0,16,4,1,3,5,0
2018,N,1136609,2,Kolkata Knight Riders,Rajasthan Royals,143,2,108,4,42,39,5,0,16,5,1,1,3,0
2018,N,1136610,1,Mumbai Indians,Kings XI Punjab,175,11,120,8,38,48,6,0,12,11,6,1,7,0
2018,N,1136610,2,Kings XI Punjab,Mumbai Indians,174,9,120,5,27,60,7,0,16,6,5,0,5,0
2018,N,1136611,1,Royal Challengers Bangalore,Sunrisers Hyderabad,214,4,120,6,33,44,9,0,20,12,2,1,5,0
2018,N,1136611,2,Sunrisers Hyderabad,Royal Challengers Bangalore,199,5,120,3,34,49,7,0,16,12,3,0,2,0
2018,N,1136612,1,Delhi Capitals,Chennai Super Kings,153,9,120,5,47,45,7,0,10,9,6,2,3,0
2018,N,1136612,2,Chennai Super Kings,Delhi Capitals,126,2,120,6,51,49,4,1,6,7,0,0,6,0
2018,N,1136613,1,Rajasthan Royals,Royal Challengers Bangalore,159,5,120,5,37,51,14,0,11,6,4,1,3,1
2018,N,1136613,2,Royal Challengers Bangalore,Rajasthan Royals,131,3,116,10,45,46,5,1,15,2,1,2,4,0
2018,N,1136614,1,Sunrisers Hyderabad,Kolkata Knight Riders,161,11,120,9,40,48,9,1,14,6,6,1,7,1
2018,N,1136614,2,Kolkata Knight Riders,Sunrisers Hyderabad,166,7,118,5,39,48,7,0,14,8,5,0,5,0
2018,N,1136615,1,Delhi Capitals,Mumbai Indians,162,12,120,4,34,58,5,0,13,7,5,1,2,1
2018,N,1136615,2,Mumbai Indians,Delhi Capitals,156,7,117,10,48,40,7,1,10,9,5,1,8,0
2018,N,1136616,1,Kings XI Punjab,Chennai Super Kings,142,11,118,10,45,45,5,1,9,8,6,2,8,0
2018,N,1136616,2,Chennai Super Kings,Kings XI Punjab,150,9,115,5,42,44,10,0,11,7,8,2,3,0
2018,N,1136617,1,Sunrisers Hyderabad,Chennai Super Kings,130,9,120,7,54,43,6,1,12,4,9,1,2,1
2018,N,1136617,2,Chennai Super Kings,Sunrisers Hyderabad,135,5,115,8,48,41,6,0,13,5,3,3,3,1
2018,N,1136618,1,Kolkata Knight Riders,Rajasthan Royals,159,10,120,7,46,45,7,0,13,8,6,0,4,0
2018,N,1136618,2,Rajasthan Royals,Kolkata Knight Riders,143,1,120,4,45,49,10,0,11,5,1,0,2,0
2018,N,1136619,1,Sunrisers Hyderabad,Kolkata Knight Riders,169,5,120,7,38,53,5,0,16,7,4,1,3,2
2018,N,1136619,2,Kolkata Knight Riders,Sunrisers Hyderabad,157,3,120,9,45,47,4,0,15,7,1,4,4,1
2018,N,1136620,1,Sunrisers Hyderabad,Chennai Super Kings,170,8,120,6,38,55,4,0,13,9,7,1,3,1
2018,N,1136620,2,Chennai Super Kings,Sunrisers Hyderabad,175,6,111,2,37,42,2,0,16,10,3,0,1,0
2019,N,1175356,1,Royal Challengers Bangalore,Chennai Super Kings,66,4,103,10,57,31,7,1,3,1,1,1,7,1
2019,N,1175356,2,Chennai Super Kings,Royal Challengers Bangalore,66,5,106,3,67,27,4,0,6,1,4,2,1,0
2019,N,1175357,1,Sunrisers Hyderabad,Kolkata Knight Riders,173,8,120,3,30,52,11,1,15,6,3,2,1,0
2019,N,1175357,2,Kolkata Knight Riders,Sunrisers Hyderabad,179,4,118,4,42,45,4,0,15,11,3,2,2,0
2019,N,1175358,1,Delhi Capitals,Mumbai Indians,207,6,120,6,37,45,3,0,22,11,4,0,6,0
2019,N,1175358,2,Mumbai Indians,Delhi Capitals,167,9,116,9,42,41,5,0,20,6,6,0,6,1
2019,N,1175359,1,Kings XI Punjab,Rajasthan Royals,168,16,120,4,43,41,7,1,17,7,8,0,4,0
2019,N,1175359,2,Rajasthan Royals,Kings XI Punjab,165,5,120,9,40,47,11,0,16,5,4,1,5,2
2019,N,1175360,1,Delhi Capitals,Chennai Super Kings,140,7,120,6,44,48,8,0,16,2,5,2,4,0
2019,N,1175360,2,Chennai Super Kings,Delhi Capitals,142,8,118,4,46,46,5,0,14,5,3,0,3,0
2019,N,1175361,1,Kolkata Knight Riders,Kings XI Punjab,213,5,120,4,40,41,7,0,14,17,4,0,4,0
2019,N,1175361,2,Kings XI Punjab,Kolkata Knight Riders,184,6,120,4,41,41,10,0,19,7,5,1,3,0
2019,N,1175362,1,Mumbai Indians,Royal Challengers Bangalore,177,10,120,8,42,47,3,0,17,9,5,2,6,0
2019,N,1175362,2,Royal Challengers Bangalore,Mumbai Indians,176,5,120,5,36,54,4,0,15,9,3,1,3,1
2019,N,1175363,1,Rajasthan Royals,Sunrisers Hyderabad,193,5,120,2,31,50,14,0,18,7,4,1,1,0
2019,N,1175363,2,Sunrisers Hyderabad,Rajasthan Royals,195,6,114,5,28,45,13,0,19,8,5,1,4,0
2019,N,1175364,1,Mumbai Indians,Kings XI Punjab,169,7,120,7,34,50,9,1,20,3,4,3,4,0
